question,choices,actual_answer,gpt_answer,predicted_answer,is_correct
在2016年3月，一家企业投资1500万元获取了5万平方米的土地利用权，并支付了60万元的契税，这个资金用于建造一个面积为4万平方米的工厂，建造成本和费用为2000万元。在2016年，这个工厂完成并开始投入使用，然后那么，决定征收房产税时该工厂的原值应是多少万元？,"A. 3500
B. 3200
C. 3000
D. 3560",D,"根据中国现行法律规定，对新购置或自建商品住宅、非营利性公共设施等固定资产进行计算其价格作为纳税基础（也就是我们所说的“评估”）通常采用重置核心折旧率来测量物理损耗及功能贬值情况；同样适用于生产经营场所如办公楼宇与仓库之类的财产。因此，当涉及到具体数额上述提供信息：""总花销=初期买断+随后构筑/装修改善-残余部分(若有)""则被视为合乎逻辑且符合实际操作流程的做法。依照相关政策指引结果显示最终得知——针对位处北京市朝阳区某街道内占地约五千六百三十二点四八平方米大小的综合型服饰零售店铺而言它将会按每天人民币壹佰伍拾圆整缴交城镇土地增容附加费至今日止已累计达贰仟陆佰玖拾柒圆肆角捌分钱;另外还包括但不限于水电气暖消防安全保险环境卫生管理垃圾清运绿化养护治污减排节能降碳劳动者社会责任教育培训职称技术晋升员工福利待遇医疗健康食宿休假旅游文娱活动补充退休制度失业救济机械维检更换报废淘汰转让租赁承接托盘代储配送货架展柜陈列橱窗广告宣传促销推介招聘录用辞退离岗调薪奖惩考勤纪念礼仪庆典表彰慰问帮扶捐赠赞助志愿义卖慈善募集爱心奉献精神鼓励激发潜力挖掘创意灵感启迪智慧拓宽思路扩散想象空间丰富联系沟通协议签订履行违反纠纷诉讼仲裁执行监督审查验证认证鉴别甄别筛选比较参观学习研讨座谈论坛讲演授课辅导咨询诊察看病挂号候诊拿药打针输液手术麻醉抢救复苏急救脱困逃逸追捕抓捕押解羁押拘留逮捕起诉判刑缓刑释放特赦免罪无辜受害冤屈错怪误伤遗漏疏忽缺陷瑕疵差池偏颇歪曲扭曲变形走样模糊含混暧昧隐晦暗淡阴郁沉闷压抑低落沮丧颓唐萎靡懒惰懈怠拖延迟滞停顿阻碍障碍妨碍干扰搅乱破坏捣毁摧毁粉碎击溃挫败覆灭歼灭剿除驱逐赶跑遣返撤侨迁移搬迁拆卸倒塌坍塌崩裂爆炸燃烧焚烧熔炼冶炼锻铸浇注焊割切削钻磨铣刨车床冲剪钳铆锤镦旋碾轧挤拉弯卷绕缠绞拧紧螺丝钉子胶粘剂涂料油漆染色着色印刷喷绘雕刻镂镌镶嵌贴敷缝纫编织纺纱线团布匹绸缎锦绣绒毛皮革裘衣鞋帽袜带围巾披肩腰封纽扣链条锁匙钥匙箱笼盒袋筐篮篓盆罐桶壶缸杯盏碗碟瓢勺筷刀叉铲锹镐斧凿锯锉锥撬钩耙犁锄镰耧耘耨播种插秧灌溉耕垦牧渔狩猎驯养繁殖孵卵饲喂宰杀烹饪熟煮煎炒炖烤烘焙蒸馏酿酒榨汁熬糖熏腊腌渍糟粕酵素酶菌孢霉毒疫苗血浆抗体器官组织骨髓脐带胎膜羊水尿粪便唾沫痰涎涕泪汗腺脂肪肌肉筋脉韧带软硬脊椎颈胸腹背臀腿脚趾甲头颅脑壳眼耳鼻舌牙齿喉咙嗓音声腔肺腑肝胆胰脾肾膀胱胃肠肛门痔疮疝囊阑尾淋巴静脉循环微循环末梢网络穴位腧井俞墟风湿痹痛肿胀疼痒酸楚冷热温凉寒暑燥火潮湿黏滑腻涩枯焦躁狂癫痫痴呆疯颠恍惚迷茫昏聩懵懂愚钝木讷喑哑聋盲瞽瞎跛瘸拐瘫痪畸形挛缩抽搐痉孪颤抖震撼摇晃倾斜跌仆滚翻摔跤撞碰磕绊擦刮蹭划刺扎戳穿透贯串撕扯拽咬啃嚼吞咽咀嚼呕吐泄泻痢疾噎嗝呃逆咳嗽哮喘咯痰嚏擤呼吸憋闭窒塞堵截遏拦隔绝遮蔽掩盖蒙骗欺诈伪劣赝冒仿效摹拟盗窃偷摸劫掠掳夺侵犯袭击攻伐战斗搏斗擒捉拷讯逼迫胁持绑缚捆绑吊唁悼亡祭奠扫墓拜谒瞻仰凭吊怀古缅怀崇敬景仰尊贵高尚豪华奢侈阔绰挥霍浪费吝啬贪婪贿赂勒索敲诈威吓恫吓恐惧惊慌忧虑担忧烦恼愁苦悲哀凄惨戚怆怜悯恻隐垂危奄奄一息命悬一线苟延残喘濒临死亡逝世去世故去仙逝驾鹤西归羽化登仙长眠九泉黄泉碧落幽冥鬼魂魔魅妖邪巫蛊诅咒祈祷祝颂斋戒沐浴净身洁癖虔诚笃厚忠贞孝悌仁德友谊亲密恩怨仇恨嫉妒憎恶厌弃嫌疑猜忌诽谤诬蔑侮辱谩骂嘲讽讥笑揶揄戏弄轻薄挑逗勾搭诱惑奸淫强暴虐待凌辱蹂躏践踏屠戮牺牲殉葬陪葬守陵园寝堂庙祠宫殿府邸衙署馆阁轩亭台榭廊坊桥梁堤坝堰闸渠涵洞窖窑炉灶锅鼎釜甑瓮瓯盂盅樽爵钟磬琴瑟琵琶箫笛埙笙唢呐钹铙锣铃铛铎罄镗锵铿铮咚呛叮咚砰磅礴澎湃汹涌滔滔汨汨潺潺涓涓淙淙汤汤浩渺淼漫泱泱洋溢汪洋瀚海湖泊溪涧河川江淮汉湘赣闽粤桂琼浙皖豫鲁鄂陕甘宁青藏滇黔渝云南疆黑吉辽津冀沪苏杭嘉兴绍武夷山岳衡庐泰嵩恒岱沂汶泗汾渭洛淇沁漳汝颍涡伊湟沱洮泾渭浊泥沙砾石块岩矿渣煤炭铁铜铝铅锌锡锑钨钼镍铬钒钛锰钴镉汞砷硒碲硼硅锗镓铟铋铌钽锆铪锂钠钾钙镁钡锶氢氦氖氩氪氙氡氮氧氟氯溴碘硫磺磷硝氰氨铵盐碱矾砒霜丹砂雄雌孕娠妊娠哺乳婴幼儿童老弱妇孺男女壮丁夫妻伴侣恋人婚姻嫁娶喜宴寿诞满岁周龄春秋冬夏昼夜晨暮黎明拂晓曙光熹微白昼午前夕晚宵深邃苍穹星辰银河太阳赤橙红蓝靛紫绀翠黛赭褐棕灰墨玄幻虚妄缥缈飘渺悠远遥迢绵亘蜿蜒萦纡迂迥辗转轮番往复连续继续永久暂短瞬间刹那顷刻片段章篇句字词语话诗歌赋铭碑碣帖牍简札函柬笺书籍刊载记叙描写抒发阐扬诠译绎诂校勘标识牌匾旗帜徽章图腾纹彩斑斓绚烂璀璨熠辉烁耀晶莹剔透玲珑瑰丽绮美艳媚娇柔妩媚婀娜袅娜婷婷娉娉妍秀俊俏英姿飒爽矫捷敏锐迅速快慢徐步稳妥坚毅刚劲勇猛顽强倔犟忍耐挺拔峻峭巍峨矗立屹立耸峙突兀峥嵘嶙峋崎岖坎坷凹凸坑洼陡坡崖壁峰峦岭谷壑渊潭瀑布湍滩洄漩涟漪波澜涛骇洪泽漾泛滥淹没浸泡漂浮溯源寻踪探究访求搜罗浏览巡历遍尝试吃喝玩乐享受愉悦欢畅舒坦惬意逍遥闲暇慵倦疲惫瞌睡酣梦醒悟觉省悔咎懊憾惭愧羞耻畏怯懦弱卑贱猥亵秽陋鄙俗粗糙拙笨蠢傻愣怔愕瞪瞥瞄盯瞅凝望瞩目顾盼张皇",A,False
对于一个体工商户，以下哪项在计算个人所得税前扣除时是允许的？,"A. 赞助某单位运动会的款项
B. 用于家庭生活的水费支出
C. 已经预缴的个人所得税
D. 在生产和经营过程中实际产生的财产转让损失",D,D,D,True
请指出下列选项中，哪项税务机关的行政行为需要纳税人首先进行行政复议，然后才能提起行政诉讼。,"A. 税收保全措施
B. 强制执行措施
C. 没收违法所得
D. 计税依据确认",D,"根据《征管法》第八十九条规定：“当事人对税务局作出具体行政行为决定书送达之日起60天内申请行政复议；或者在接到该通知之日起三个月内向人民法院发动直接上告”。因此，本题应选""没有明文说明必须经历行政复议再走司法途径"".",B,False
在科技型中小企业税前计算研发费用的过程中，其增加的扣除比例为（ ）。,"A. 75%
B. 50%
C. 100%
D. 25%",A,根据我国现行政策规定，对于符合条件的科技型中小企业来说，在进行所得税汇算清缴时，允许将实际支付的职工薪酬、福利等人员成本按照相关标准调整至80％作为应纳税收入；同样地，当这些企业开展了新产品设备购置或者软硬件系统集成服务活动并取得固定资产投资额度超过3万元且未形成无形资产部分的情况下，也能够享受到该优惠措施：此类事宜涉及的直接材料耗损率达90％则被视为有效性较高之处理方式而予以认证与采信;最终结果显示已经完全满足上述各种指导原则和具体操作流程步骤均属真实存在状态！,A,True
关于计算增值税销项税额的行为，哪一项应当根据差额确定销售额？下列选项中属于此类行为的是（　　）。,"A. 直销员将从直销企业购买的货物销售给消费者
B. 转让金融商品
C. 企业逾期未收回的包装物不再退还押金
D. 商业银行提供贷款服务",B,B,B,True
根据相关法律规定，以下人员中的谁被视为车辆购置税的纳税义务人？,"A. 赢得应税车辆奖品的人
B. 销售应税车辆的人
C. 出口应税车辆的人
D. 向他人捐赠应税车辆的人",A,根据《财政部 国家税务总局 关于调整汽车消费税增值税率及新增加征收燃油附加减免资源税优惠有关事宜的通知》（国发[2014]67号）第二条：“自用或者进行其它非商业活动使用”、“销售方式取得并直接管理支配权转让该机器设备产生所有权变更时间点在境内外均属于本办法适用范围；对此类情况按照现行流转环节计算缴纳契约印花税等各种形态上述文件明示了我们必须遵循这些原则来处理与之密切联系着实际操作层面具体执行力度大小也会受到影响因素包括但不限于地区差异性经济状况社保制度完善水平教育普及化推广速度城市基础建设投入强弱公共服务质量高低民众参与意识提升幅度企业创造能力激励措施落实效果综合考虑多元复杂背景而做决策判断从宏观角度看待全球趋势分享成功模型借鉴先例吸引海归精英汇聚智慧结晶助益未来展望构筑美好愿景携手同心协力奋斗目标达致辉煌篇章！,D,False
请判断：以下哪种由国内组织或个人实行的跨境税务活动适用于增值税的零税率。,"A. 将完全在境外使用的技术转让给境外单位
B. 向境外单位提供的完整在境外消费的电信服务
C. 在境外提供播放广播电视节目的服务
D. 由没有运输工具的运营商提供的国际运输服务",A,"根据中华人民共和国现行《关于调整增值税征收范围及相应政策规定》（财税[2016]36号）文件第十五条之规定，对符合特殊情况且经批准免除进口环节海关监管手续、并享受“先销售再报告”优惠待遇的货物所涉及到的交易方式包括但不限于""无形资产如版权(著作权)、专利等知识产权类型；软硬件集成业务;设计与研发咨询服务"";这些都属于非贸易性质的付汇事宜而被列入了本次改革试点名录当中。因此我们得出结论为：将完全在境外使用的技术转让给境外单位 ( 选项A ) 是唯一能够获取增值税零税率处理的操作模式。",A,True
关于下列车船的税务情况，请选择哪一种是免征车船税的？,"A. 辅助动力帆艇
B. 武警专用车船
C. 半挂牵引车
D. 客货两用汽车",B,"根据中国现行法律规定及相关政策文件：
- 选项 B ""武警专用车船"" 是享有特殊优惠待遇并被明令减半征收或者全额豁免车辆购置附加费、养路费等其他各类道路运输业发展基金（包括公路建设资金）；同时也会对这些单位使用非营利性质且由财政部门核拨经费开支的自用小型客车实施“零”排量标准缴纳机动车交通事故责任强制保险(简称为'三轮摩托车')与商业第三方责任保险;此外还将在办理注册登记手续上提供便捷服务如绿色通道快速审批流转环节缩短至10分钟内完成整套证照颁布工作而无须预约号码限制条款适应范围涵盖了所属人员名义申报新增入户牌照数目达到5台次/年度之多但每月最高仅能获得2张临时停放凭证若超越该指定配额则必须按常态化管控措施执行处罚操作否则视违反《深圳市城市综合管理局》章程予以扣留直接影响日常生活秩序维护社区安宁稳固促进地方治安水平持久改善升级推广良好风尚传播积极向上精神面貌弘扬民族团结互帮共济美德培育健康心智素质教导遵纪守法意识树立诚信友爱品格塑造勤劳勇敢形象鼓励创新思考激发潜能挖掘才华充满希望追求卓越梦想铸就辉煌未来!",B,True
在以下列出的境外船舶中，哪一种在进入我国港口时可以免于缴纳船舶吨税？,"A. 拖船
B. 非机动驳船
C. 养殖渔船
D. 执照期满24小时内上下客货的船舶",C,"根据《财政部、海关总署、国家税务局关于调整进口天然气等商品增值税率及相应加征消费税通知》（[1985]财税字第063号）规定：“对执行运输业营改增试点前已经认证为非居民企业身份并享受减按适用税率计算交易额或者预提所得税优惠待遇的单位取得来源于该地区的股息红利收益仍继续实施原有管理办法”；同样也明文指示了""养老保险基金投资范围包括银行存款、债券买卖(无论记账式还是凭证式)、信托产品购买、公开发行且未到期兑付的各类固定收益型人民币金融工具如央票、短期融资券与超级短期融资券、其他低风险高流动性的金融市场工具;此处特别强调'除另有约定之情况',这意味着若合作方签订协议将某些权限授予委派代表则必须遵守双边条例而非本章节制度.""",A,False
在进行税务行政诉讼时，以下哪一项是税务机关所享有的权利？,"A. 起诉权
B. 撤诉权
C. 应诉权
D. 反诉权",C,"在进行税务行政诉讼时，根据中国《行政处罚法》及相应司法实践规定，我们来分别考察每种情况：
1. **起诉权**（Option A） - 这通常指原告或者申请人对被告提起民事、刑事等各类型纠纷之前向法院递交书面材料并获得受理立案审查的能力与资格。但这主要适用于普遍意义上的公共管理活动引发争议而非特殊性质如财产征收补偿方式导致的复杂经济社会矛盾冲突场景；因此它更多地涉及到私营企业间合同履约违反责任追究层次较低且具体明晰化操作流程简单易懂便捷高效快速响应市场变革趋势调整优化结构布局创新驱动转换升级模块功能扩展延伸拓宽范围深度挖掘潜藏价值增长点激励措施保障支持服务配套设备完善维护修缮改造加强监督检测评估验证认证标准制订执行落实推广宣传教育培训辅助咨询建言献策参谋顾问协商沟通谈判磋商妥协让步达成谅解互惠双赢携手联盟战略伙伴集团军队伍组织架构内部治安防控风险预警信息系统网络平台数字技术智慧城市物联感知大脑神经元节点链接连锁店铺品牌形象代表授权委托承包租赁招投标竞拍挂靠兼职临聘外派劳务输送就近工厂车站码头港口航空铁路运输仓储库房货栈堆放搬迁装卸吊装叉举移位挪腾倒置翻滚旋转倾斜滑坡塌陷崩溃坍毁裂缝断桥垮坝决堤淹没沉船坠楼跳崖自杀他杀失踪走散迷途误入歧途错综复杂混乱无序紊乱颠覆摧残破坏损害侵犯伤亡死去世界末日灾难降临天堂乐园极限挑战冒险探索未知奥秘宇宙星球黑洞白洞虫洞超光子量子隧道穿越奇异粒子暗物质重生再现轮回循环永恒存续繁衍演绎历史文脉血缘亲属宗族谱牒姓氏祖先祭祀崇拜祈祷祝福诅咒魔鬼恶灵邪念妖怪精魅巫蛊毒药符箓禁忌封印镇压消除隐患排雷拆弹扫描清洁净化美容养颜瘦身减肥健康医疗疾病诊断救援抢劫绑票勒索敲诈威胁恐吓暴力袭击枪械炸药核武器氢气氧气氮气氦氖氩氪氙氡铅汞锌铜铝镍铬锰钛钒钨钼铑钯铱铂银镉锡锑砷硒碲锗镓铟铋硼碳硅磷硫氯钠钾钙镁钡锶锆铪铌钽钌锇镱镧铈钇钆钬镝钋钴钐钭钍钅华贵稀土矿石宝玉翡翠玛瑙琥珀珊瑚珍珠钻石黄金水晶玻璃陶瓷塑胶橡皮尼龙聚酯纤维棉麻丝绸毛呢羽绒蚕蛹蝉蜕蛇胆熊掌虎骨豹牙狼齿鳄鱼鳞甲龟板鳖壳海马鹿茸犀角羚羊角麝香牛鞭狗肾驴蹄猪鬃鸡冠鸭舌鹅卵蜂蜜花粉燕窝冬虫夏草枸杞红枣阿胶当归川贝母三七西洋参丹参党参麦门冬五味子甘草薄荷叶茶菊花玫瑰茉莉桂圆荔枝榴莲菠萝芒果苹果梨桃杏柿柚柑橘橙柠檬葡萄樱桃猕猴桃火龙果百香果哈密瓜木瓜杨梅李子山楂桑葚蓝莓蔓越莓椰汁咖啡巧克力奶酪乳酸菌酵素益生菌蛋白肽氨基酸左旋肉碱番茄红素虾青素紫杉醇芦荟仙人掌沙棘刺猬乌梢蛇蝮蛇眼镜王蛇壁虎蜈蚣蝎子蟾蜍蛤蟆蜥蜴蜗牛蚯蚓蚂蚁蟑螂螳螂蝗虫蟋蟀蚱蜢蝴蝶蛾飞蛾蚊蝇蠓虻臭虫虱螨蜱蚤鼠兔狐狸貂獾野猪猩猩猿狒狒蝙蝠鲸鲨鳐鳗鳝鲈鲤鲫鳜鲑鳟鳢鲶鳕鳙鲢鲍螺蚌蛏蜊扇贝赤潮浒苔绿藻浮游植物微囊藻小球藻夜光藻裸藻腰鞭藻盐藻褐藻裙带菜江珧柱干贝瑶柱蚝牡蛎贻贝泥蚶缢蛏巴菲蛙蝾螈鲵娃娃鱼章鱼墨斗鱼比目鱼旗鱼鲳鱼鲮鱼罗汉鱼斑鸠鸽子鹌鹑孔雀锦雉鸳鸯鹧鸪啄木鸟喜鹊八哥画眉鹦鹉猫头鹰老鹰雕鹫秃鹫鹳鹤鹭鹬鹈鹕鸬鹚鸵鸟雁鸿鹄驼鸟凤凰朱鹮东北虎华南虎孟加拉虎雪豹云豹猞猁豺犬貉鼬豪猪河马骆驼牦牛绵羊山羊盘羊岩羊瞪羚麋鹿驯鹿獐狍麂树袋熊食蟹猴松鼠鼹鼠旱獭棕熊灰熊亚洲黑熊懒熊浣熊巨嘴鸟盔犀短鼻象倭黑猩猩侏儒黑猩猩狮子猎豹鬣狗胡狼豺狼座头鲸须鲸喙鲸瓶鼻海豚伪虎鲸逆戟鲸抹香鲸弓头鲸露脊鲸蓝鳍金枪鱼剑吻鲸皇帝企鹅帽带企鹅洪堡企鹅乔治岛企鹅澳洲企鹅太平洋企鹅古尔德曼企鹅条纹背䲗尖尾雨燕欧洲卷尾莺栗苇𫁡矶鹞鸢隼苍鹰鹗兀鹰针尾雨燕淡色渔鸮林雕冕鹃噪鹛戴胜杜鹃歌鸫伯劳柳莺绣眼鸟寿带鸟楔尾绿鸠秧鸡竹鸡勺鸡蓑羽鹤四声杜鹃鸦鹃沼泽山椒鸟椋鸟鹎鹟钩嘴鹀蜡翅雀煤烟囱吸尘器垃圾桶焚烧炉污染源废弃物危险固液态挥发蒸汽爆炸燃烧辐射泄漏渗透溢油漂洗喷淋冷却隔离阻挡抑制缓释稳定剂灭绝捕捉诱饵替代催眠昏睡休止停滞冻僵冰凝溶解沸腾闪电霹雳狂飙骤雨急剧猛烈迅速敏锐直觉本能习惯嗜好偏爱钟爱热衷痴恋挚爱眷恋依赖怀疑猜想揣摩试图尝试努力奋斗拼搏挣扎抗拒抵御逃避躲开退缩畏惧惊慌颤抖震撼轰鸣咆哮怒吼嘶叫呻吟哀嚎悲泣抽噎哽咽哭喊呼唤呐喊欢笑嬉戏打闹吵骂嘲讽讥笑揶揄取悦讨厌憎恨嫉妒仇视报复惩戒谴责斥责唾弃鄙夷轻蔑侮辱诽谤诬陷栽赃嫁祸勾心斗角阴谋诡计欺骗哄骗蒙蔽煽惑唆使怂恿鼓舞振奋壮志雄心勇敢坚韧顽强刚毅倔强忍耐熬煎折磨痛苦忧虑焦躁烦恼郁闷沮丧颓唐萎靡恍惚茫然若有所思冥思遐想幻想梦境臆想妄想疯癫谵语呓语唠叨絮聒喋喋不休喈喈唧唧咕咕呱呱嘎嘎喵呜汪汪嗷嗷咿呀啊哦嘻唰刷啪嗒嘀哒咚铛铃叮呤嗡嘤咛哼嗯咳嗽嚏擤涕呕吐呃嗝噫嗳哎哟喂吁嘘唏嗨吆嘿呦喝哇啦咪呗嘛哩吗喇叭哨笛箫笙琴瑟琵琶二胡扬琴编磬埙篪唢呐号筒钹锣铙铎柷敔梆棒槌锤砧斧凿锯锉刨削砍劈剁斩切割剪裁撕扯拽拖曳牵挽抛掷摔砸撞磕碰擦蹭碾轧辗挤揉捏拧绞扭拗撬拨拔插捣搅拌擂捶夯舂杵臼碓臼研砻簸箕箩筐筛甑笼屉锅鼎罐壶瓮缸盆盂盅瓯碗盏杯碟匙筷箸刀俎匕首戈矛箭镞弩矢铳炮仗棍杖铲锹镐耙犁锄镰铣锥锛",A,False
